Id Sensore,Data-Ora,Valore Medio Giornaliero, Minimo Valore Medio Orario, Massimo Valore Medio Orario
5121,2019/12/27,4.1,1.1,10.3
5121,2019/12/28,3.9,1.0,9.8
5121,2019/12/29,1.9,-1.9,5.6
5121,2019/12/30,1.9,-1.6,6.8
5121,2019/12/31,2.9,0.3,8.2
5121,2020/01/01,1.7,-2.4,8.8
5121,2020/01/02,1.9,-0.8,7.8
5121,2020/01/03,3.4,-0.1,9.2
5121,2020/01/04,4.9,0.6,10.9
5121,2020/01/05,5.1,-0.5,12.6
5121,2020/01/06,3.8,-0.6,8.3
5121,2020/01/07,0.1,-1.2,1.9
5121,2020/01/08,0.3,-0.5,1.9
5121,2020/01/09,0.3,-1.3,4.9
5121,2020/01/10,2.1,-2.9,7.9
5121,2020/01/11,3.4,-0.9,11.1
5121,2020/01/12,3.3,-1.0,10.6
5121,2020/01/13,-0.5,-3.4,5.5
5121,2020/01/14,1.9,-2.6,5.6
5121,2020/01/15,5.1,3.1,7.2
5121,2020/01/16,5.5,2.9,9.8
5121,2020/01/17,5.6,1.2,11.6
5121,2020/01/18,6.6,5.9,7.7
5121,2020/01/19,6.1,5.1,7.9
5121,2020/01/20,5.8,3.6,9.6
5121,2020/01/21,3.7,-0.9,9.0
5121,2020/01/22,3.3,0.3,8.8
5121,2020/01/23,2.3,-2.6,9.0
5121,2020/01/24,3.5,-0.6,7.8
5121,2020/01/25,5.6,4.8,6.4
5121,2020/01/26,6.2,2.4,10.0
5121,2020/01/27,5.1,1.2,10.8
5121,2020/01/28,7.3,4.5,9.6
5121,2020/01/29,7.0,2.3,14.1
5121,2020/01/30,4.5,0.9,8.7
5121,2020/01/31,6.9,2.0,12.6
5121,2020/02/01,8.5,7.7,10.3
5121,2020/02/02,6.4,5.1,8.3
5121,2020/02/03,6.5,5.1,9.4
5121,2020/02/04,8.4,4.9,16.6
5121,2020/02/05,8.8,4.3,15.7
5121,2020/02/06,5.0,-1.4,12.6
5121,2020/02/07,4.9,-1.0,12.3
5121,2020/02/08,4.4,-1.8,12.0
5121,2020/02/09,5.5,-1.5,12.8
5121,2020/02/10,7.6,4.5,11.9
5121,2020/02/11,10.9,3.5,20.0
5121,2020/02/12,9.1,0.9,17.6
5121,2020/02/13,6.5,0.9,12.4
5121,2020/02/14,8.6,4.0,16.3
5121,2020/02/15,7.4,1.7,15.3
5121,2020/02/16,7.7,1.9,14.2
5121,2020/02/17,10.1,8.1,13.4
5121,2020/02/18,9.5,5.4,13.8
5121,2020/02/19,9.1,4.6,14.9
5121,2020/02/20,8.1,3.5,14.5
5121,2020/02/21,6.9,0.3,13.8
5121,2020/02/22,8.6,3.4,15.4
5121,2020/02/23,9.6,3.4,17.6
5121,2020/02/24,10.1,5.8,15.1
5121,2020/02/25,9.7,5.0,13.9
5121,2020/02/26,9.8,5.0,16.6
5121,2020/02/27,8.2,1.9,14.1
5121,2020/02/28,9.6,3.1,16.1
5121,2020/02/29,7.8,2.1,11.6
5121,2020/03/01,7.3,6.2,8.4
5121,2020/03/02,6.7,3.3,9.7
5121,2020/03/03,7.7,6.1,9.2
5121,2020/03/04,8.7,5.5,13.3
5121,2020/03/05,7.0,3.8,10.6
5121,2020/03/06,7.3,4.3,12.1
5121,2020/03/07,9.7,4.8,14.6
5121,2020/03/08,9.9,4.0,15.4
5121,2020/03/09,8.1,4.1,12.5
5121,2020/03/10,9.5,5.7,16.2
5121,2020/03/11,11.6,5.1,19.3
5121,2020/03/12,11.8,5.0,17.6
5121,2020/03/13,14.4,12.4,18.6
5121,2020/03/14,11.1,9.2,12.3
5121,2020/03/15,9.6,4.2,14.4
5121,2020/03/16,8.8,1.4,16.1
5121,2020/03/17,9.5,1.8,17.9
5121,2020/03/18,11.8,3.7,20.9
5121,2020/03/19,13.6,5.7,22.2
5121,2020/03/20,13.3,6.7,20.0
5121,2020/03/21,11.6,5.7,17.9
5121,2020/03/22,10.7,8.9,14.2
5121,2020/03/23,6.4,1.7,9.5
5121,2020/03/24,6.0,-1.4,11.9
5121,2020/03/25,6.5,4.0,9.3
5121,2020/03/26,4.5,3.2,6.4
5121,2020/03/27,9.0,5.0,12.8
5121,2020/03/28,12.9,6.6,19.5
5121,2020/03/29,13.1,6.1,19.6
5121,2020/03/30,11.9,5.1,15.6
5121,2020/03/31,6.9,4.8,10.3
5121,2020/04/01,6.7,3.0,10.7
5121,2020/04/02,7.5,-0.1,14.5
5121,2020/04/03,8.8,1.0,15.9
5121,2020/04/04,11.5,3.2,18.8
5121,2020/04/05,14.1,9.3,19.6
5121,2020/04/06,15.0,8.2,21.4
5121,2020/04/07,14.7,6.7,22.1
5121,2020/04/08,14.1,4.9,22.1
5121,2020/04/09,14.5,4.8,24.1
5121,2020/04/10,15.8,5.8,26.4
5121,2020/04/11,17.0,7.5,26.7
5121,2020/04/12,17.5,8.1,26.6
5121,2020/04/13,17.0,9.8,24.2
5121,2020/04/14,14.9,8.9,22.1
5121,2020/04/15,11.2,6.9,16.1
5121,2020/04/16,13.2,3.7,21.0
5121,2020/04/17,14.8,5.7,22.8
5121,2020/04/18,17.1,8.1,24.6
5121,2020/04/19,18.0,11.1,24.0
5121,2020/04/20,14.4,12.9,16.8
5121,2020/04/21,14.0,11.3,17.5
5121,2020/04/22,15.7,9.8,21.3
5121,2020/04/23,15.5,7.0,21.8
5121,2020/04/24,17.2,7.0,25.3
5121,2020/04/25,19.5,11.7,26.3
5121,2020/04/26,18.4,12.8,23.5
5121,2020/04/27,18.5,13.5,23.6
5121,2020/04/28,16.7,14.1,20.9
5121,2020/04/29,16.3,13.4,20.6
5121,2020/04/30,16.8,12.3,22.4
5121,2020/05/01,16.7,11.3,21.1
5121,2020/05/02,19.2,12.8,25.0
5121,2020/05/03,18.1,13.6,22.6
5121,2020/05/04,18.4,11.7,24.9
5121,2020/05/05,18.7,11.9,24.6
5121,2020/05/06,17.8,13.5,20.5
5121,2020/05/07,18.0,10.6,24.0
5121,2020/05/08,20.0,12.8,26.8
5121,2020/05/09,20.9,14.1,27.6
5121,2020/05/10,20.7,16.9,24.9
5121,2020/05/11,18.2,14.4,21.2
5121,2020/05/12,17.9,13.8,24.0
5121,2020/05/13,16.3,13.1,19.3
5121,2020/05/14,19.1,12.6,24.7
5121,2020/05/15,18.4,15.6,21.2
5121,2020/05/16,17.0,13.8,19.7
5121,2020/05/17,20.2,15.1,25.5
5121,2020/05/18,21.9,16.2,25.9
5121,2020/05/19,20.0,17.7,23.9
5121,2020/05/20,20.8,16.8,25.5
5121,2020/05/21,21.9,15.3,26.6
5121,2020/05/22,22.7,17.2,28.1
5121,2020/05/23,22.8,17.5,28.8
5121,2020/05/24,21.2,16.9,25.3
5121,2020/05/25,21.6,14.3,27.4
5121,2020/05/26,20.5,16.1,24.9
5121,2020/05/27,20.2,13.1,25.2
5121,2020/05/28,21.1,14.8,26.6
5121,2020/05/29,17.0,13.7,20.9
5121,2020/05/30,18.4,12.5,22.1
5121,2020/05/31,19.3,15.8,23.8
5121,2020/06/01,21.9,15.7,27.7
5121,2020/06/02,22.8,16.4,28.8
5121,2020/06/03,22.0,14.1,28.9
5121,2020/06/04,17.0,16.3,19.6
5121,2020/06/05,20.6,15.7,25.8
5121,2020/06/06,22.0,16.5,27.4
5121,2020/06/07,21.4,18.1,25.3
5121,2020/06/08,18.1,16.7,22.5
5121,2020/06/09,19.3,16.3,24.8
5121,2020/06/10,17.5,15.1,22.6
5121,2020/06/11,17.7,14.8,22.8
5121,2020/06/12,20.7,12.9,26.4
5121,2020/06/13,22.0,16.4,28.3
5121,2020/06/14,21.1,16.4,26.5
5121,2020/06/15,21.6,18.3,25.3
5121,2020/06/16,22.2,18.4,27.1
5121,2020/06/17,21.3,18.9,24.7
5121,2020/06/18,22.2,17.1,27.4
5121,2020/06/19,21.0,15.6,26.1
5121,2020/06/20,21.9,13.7,28.1
5121,2020/06/21,24.6,17.4,30.0
5121,2020/06/22,26.0,17.6,32.1
5121,2020/06/23,27.5,21.1,32.7
5121,2020/06/24,25.9,22.1,30.0
5121,2020/06/25,24.3,20.4,29.2
5121,2020/06/26,25.4,19.4,31.1
5121,2020/06/27,27.1,20.7,32.7
5121,2020/06/28,27.6,21.2,33.4
5121,2020/06/29,27.9,21.3,33.5
5121,2020/06/30,27.6,22.5,32.4
5121,2020/07/01,27.5,23.8,30.9
5121,2020/07/02,26.6,20.2,32.4
5121,2020/07/03,24.5,20.1,28.4
5121,2020/07/04,24.4,18.7,29.3
5121,2020/07/05,25.8,19.6,31.0
5121,2020/07/06,28.2,20.6,32.9
5121,2020/07/07,23.4,19.9,26.7
5121,2020/07/08,23.7,17.2,29.7
5121,2020/07/09,26.0,19.0,31.7
5121,2020/07/10,28.0,21.1,33.5
5121,2020/07/11,25.1,20.5,31.1
5121,2020/07/12,23.0,17.8,27.2
5121,2020/07/13,22.9,19.3,26.4
5121,2020/07/14,22.8,18.9,26.1
5121,2020/07/15,23.6,18.1,28.9
5121,2020/07/16,24.5,18.8,29.0
5121,2020/07/17,22.9,20.1,26.8
5121,2020/07/18,23.3,18.7,28.3
5121,2020/07/19,24.7,18.1,30.1
5121,2020/07/20,26.7,20.0,32.2
5121,2020/07/21,27.5,20.6,33.1
5121,2020/07/22,27.3,21.4,33.5
5121,2020/07/23,26.0,19.8,31.2
5121,2020/07/24,22.0,18.3,25.5
5121,2020/07/25,24.4,17.6,29.6
5121,2020/07/26,25.7,19.5,31.6
5121,2020/07/27,26.9,21.0,31.4
5121,2020/07/28,28.3,21.2,33.3
5121,2020/07/29,28.5,23.1,33.5
5121,2020/07/30,30.4,25.6,34.9
5121,2020/07/31,30.3,25.8,35.3
5121,2020/08/01,30.5,23.8,35.9
5121,2020/08/02,26.5,20.1,31.2
5121,2020/08/03,21.4,18.1,24.0
5121,2020/08/04,20.7,17.7,25.3
5121,2020/08/05,22.8,18.4,27.4
5121,2020/08/06,24.5,18.1,29.7
5121,2020/08/07,26.3,20.7,31.4
5121,2020/08/08,27.3,20.5,33.5
5121,2020/08/09,27.6,21.0,33.9
5121,2020/08/10,28.3,22.2,33.8
5121,2020/08/11,28.2,21.9,33.7
5121,2020/08/12,27.8,21.9,32.8
5121,2020/08/13,28.0,22.9,32.9
5121,2020/08/14,26.2,21.9,31.4
5121,2020/08/15,26.1,19.5,31.9
5121,2020/08/16,26.9,21.5,32.1
5121,2020/08/17,24.9,20.9,30.0
5121,2020/08/18,24.2,19.1,29.9
5121,2020/08/19,25.8,20.0,30.8
5121,2020/08/20,27.2,22.0,32.5
5121,2020/08/21,28.3,22.4,34.2
5121,2020/08/22,28.7,23.0,34.7
5121,2020/08/23,25.4,20.7,32.3
5121,2020/08/24,24.3,18.9,28.7
5121,2020/08/25,24.8,18.4,30.3
5121,2020/08/26,25.4,18.9,31.5
5121,2020/08/27,26.2,21.9,30.5
5121,2020/08/28,25.6,21.1,30.8
5121,2020/08/29,23.2,20.1,28.8
5121,2020/08/30,22.6,19.5,29.2
5121,2020/08/31,18.8,15.3,22.2
5121,2020/09/01,20.0,14.2,26.8
5121,2020/09/02,19.5,16.8,23.4
5121,2020/09/03,20.8,14.7,27.4
5121,2020/09/04,22.4,16.3,28.7
5121,2020/09/05,23.5,16.4,30.4
5121,2020/09/06,23.6,18.8,29.4
5121,2020/09/07,22.6,19.7,26.0
5121,2020/09/08,22.7,18.3,27.6
5121,2020/09/09,22.9,16.0,29.8
5121,2020/09/10,24.3,18.5,30.2
5121,2020/09/11,24.4,19.9,29.4
5121,2020/09/12,24.4,17.9,30.1
5121,2020/09/13,25.1,18.4,31.2
5121,2020/09/14,25.0,18.9,30.8
5121,2020/09/15,24.5,18.4,30.5
5121,2020/09/16,24.4,18.6,31.3
5121,2020/09/17,24.6,18.1,31.9
5121,2020/09/18,23.6,17.8,29.1
5121,2020/09/19,21.2,17.4,25.6
5121,2020/09/20,20.9,15.9,26.3
5121,2020/09/21,21.1,16.7,27.1
5121,2020/09/22,19.4,17.4,24.1
5121,2020/09/23,20.2,17.1,25.1
5121,2020/09/24,20.6,16.6,26.1
5121,2020/09/25,18.5,14.3,25.4
5121,2020/09/26,16.4,11.2,23.1
5121,2020/09/27,14.3,11.8,18.5
5121,2020/09/28,14.9,10.1,20.9
5121,2020/09/29,15.5,9.3,22.1
5121,2020/09/30,17.0,10.8,22.6
5121,2020/10/01,17.6,13.5,22.5
5121,2020/10/02,17.4,15.4,19.3
5121,2020/10/03,18.3,13.7,22.4
5121,2020/10/04,15.5,10.4,22.4
5121,2020/10/05,15.9,11.7,21.4
5121,2020/10/06,15.9,10.8,20.6
5121,2020/10/07,17.3,13.2,21.7
5121,2020/10/08,15.5,9.7,22.9
5121,2020/10/09,15.4,9.7,22.0
5121,2020/10/10,16.6,11.4,21.9
5121,2020/10/11,11.6,9.8,15.7
5121,2020/10/12,11.8,9.2,16.1
5121,2020/10/13,11.0,4.7,18.3
5121,2020/10/14,10.8,5.5,16.3
5121,2020/10/15,10.4,9.6,11.8
5121,2020/10/16,12.1,10.0,17.3
5121,2020/10/17,11.5,7.3,18.4
5121,2020/10/18,11.5,6.1,18.8
5121,2020/10/19,12.6,8.7,17.9
5121,2020/10/20,11.9,8.0,16.7
5121,2020/10/21,12.5,8.9,19.4
5121,2020/10/22,12.5,9.2,17.1
5121,2020/10/23,12.7,10.7,14.2
5121,2020/10/24,13.9,12.0,15.9
5121,2020/10/25,13.9,8.7,21.0
5121,2020/10/26,15.2,13.7,17.4
5121,2020/10/27,12.7,8.2,16.9
5121,2020/10/28,11.1,6.9,17.9
5121,2020/10/29,12.0,8.8,18.0
5121,2020/10/30,11.7,7.7,18.3
5121,2020/10/31,10.3,7.2,14.1
5121,2020/11/01,12.4,10.7,15.2
5121,2020/11/02,12.5,11.1,14.1
5121,2020/11/03,13.9,12.9,16.2
5121,2020/11/04,14.7,11.1,18.6
5121,2020/11/05,14.5,10.9,19.0
5121,2020/11/06,13.0,8.6,19.1
5121,2020/11/07,12.1,7.5,19.6
5121,2020/11/08,11.0,8.4,17.7
5121,2020/11/09,11.6,6.8,19.3
5121,2020/11/10,10.4,6.4,16.7
5121,2020/11/11,10.3,5.8,14.0
5121,2020/11/12,10.5,8.8,13.8
5121,2020/11/13,11.3,10.2,13.0
5121,2020/11/14,11.7,10.6,13.3
5121,2020/11/15,12.0,11.0,13.7
5121,2020/11/16,10.7,7.5,12.8
5121,2020/11/17,9.5,5.4,17.5
5121,2020/11/18,6.8,5.4,8.8
5121,2020/11/19,6.5,5.3,8.4
5121,2020/11/20,9.1,5.9,13.7
5121,2020/11/21,6.9,3.3,11.0
5121,2020/11/22,4.4,-1.2,11.2
5121,2020/11/23,4.2,-1.3,10.4
5121,2020/11/24,5.6,1.8,12.8
5121,2020/11/25,4.3,-0.3,11.7
5121,2020/11/26,2.0,-0.6,5.6
5121,2020/11/27,2.9,0.8,5.0
5121,2020/11/28,4.9,2.9,6.8
5121,2020/11/29,7.0,2.9,11.3
5121,2020/11/30,4.5,1.0,9.6
5121,2020/12/01,3.9,0.8,5.8
5121,2020/12/02,1.8,0.7,4.0
5121,2020/12/03,2.1,0.3,4.4
5121,2020/12/04,5.0,0.0,9.6
5121,2020/12/05,6.9,4.1,9.7
5121,2020/12/06,4.5,2.8,5.1
5121,2020/12/07,5.6,1.7,8.9
5121,2020/12/08,6.7,5.8,7.8
5121,2020/12/09,6.8,6.2,8.1
5121,2020/12/10,5.7,2.1,8.0
5121,2020/12/11,4.7,2.5,6.0
5121,2020/12/12,5.6,4.1,7.5
5121,2020/12/13,3.0,1.4,4.6
5121,2020/12/14,1.7,0.2,3.6
5121,2020/12/15,4.8,0.9,8.0
5121,2020/12/16,7.0,5.0,10.2
5121,2020/12/17,7.7,6.6,9.1
5121,2020/12/18,8.1,6.7,10.8
5121,2020/12/19,7.5,4.5,10.1
5121,2020/12/20,7.8,7.3,9.0
5121,2020/12/21,8.1,6.7,9.3
5121,2020/12/22,9.2,8.2,10.9
5121,2020/12/23,9.1,8.5,10.0
5121,2020/12/24,8.4,8.0,8.9
5121,2020/12/25,7.1,5.4,8.7
5121,2020/12/26,5.0,0.9,8.7
5121,2020/12/27,1.4,-2.8,6.1
5121,2020/12/28,1.4,-0.1,3.6
5121,2020/12/29,2.3,-0.4,5.7
5121,2020/12/30,2.7,1.6,4.3
5121,2020/12/31,3.1,-0.4,8.1
5121,2021/01/01,4.5,2.9,6.0
5121,2021/01/02,7.3,5.9,8.3
5121,2021/01/03,7.7,5.4,10.2
5121,2021/01/04,5.7,3.9,8.5
5121,2021/01/05,4.7,3.5,5.5
5121,2021/01/06,4.6,2.8,6.0
5121,2021/01/07,2.2,0.9,4.0
5121,2021/01/08,2.6,-1.1,8.1
5121,2021/01/09,1.3,-2.7,5.0
5121,2021/01/10,3.0,-2.0,5.5
5121,2021/01/11,-1.0,-4.8,5.3
5121,2021/01/12,-0.1,-2.4,4.5
5121,2021/01/13,0.0,-3.9,5.5
5121,2021/01/14,1.0,-3.2,6.2
5121,2021/01/15,4.2,2.0,5.4
5121,2021/01/16,1.8,-2.6,7.5
5121,2021/01/17,0.9,-1.9,3.6
5121,2021/01/18,-0.3,-4.2,6.4
5121,2021/01/19,-2.0,-3.6,-0.2
5121,2021/01/20,1.5,-0.5,2.9
5121,2021/01/21,2.8,1.4,3.9
5121,2021/01/22,5.4,3.4,8.9
5121,2021/01/23,7.0,4.5,9.1
5121,2021/01/24,3.2,-0.4,7.5
5121,2021/01/25,2.7,-0.9,7.2
5121,2021/01/26,3.0,-2.1,9.7
5121,2021/01/27,1.7,-1.2,5.7
5121,2021/01/28,2.1,-1.3,5.5
5121,2021/01/29,2.3,-1.1,5.9
5121,2021/01/30,3.5,-0.8,6.8
5121,2021/01/31,5.8,3.4,8.1
5121,2021/02/01,4.2,-0.1,8.5
5121,2021/02/02,2.9,-0.1,6.2
5121,2021/02/03,5.5,3.3,7.3
5121,2021/02/04,7.4,6.2,8.8
5121,2021/02/05,9.1,7.2,11.4
5121,2021/02/06,9.3,7.9,10.7
5121,2021/02/07,10.1,8.8,12.2
5121,2021/02/08,9.6,5.6,13.9
5121,2021/02/09,9.0,7.5,11.3
5121,2021/02/10,8.2,6.2,9.2
5121,2021/02/11,6.7,4.0,12.0
5121,2021/02/12,2.7,0.9,5.3
5121,2021/02/13,0.0,-2.7,2.5
5121,2021/02/14,1.2,-3.7,7.5
5121,2021/02/15,1.7,-5.0,7.9
5121,2021/02/16,4.0,-2.1,9.6
5121,2021/02/17,7.3,4.6,13.4
5121,2021/02/18,8.4,3.4,13.0
5121,2021/02/19,9.3,6.3,12.0
5121,2021/02/20,10.5,7.8,15.3
5121,2021/02/21,10.6,6.3,15.7
5121,2021/02/22,9.3,6.6,14.3
5121,2021/02/23,7.9,4.9,14.7
5121,2021/02/24,11.3,2.5,21.2
5121,2021/02/25,12.0,4.8,22.5
5121,2021/02/26,11.3,4.3,20.9
5121,2021/02/27,11.1,5.0,18.6
5121,2021/02/28,8.6,3.0,13.8
5121,2021/03/01,8.0,0.5,16.3
5121,2021/03/02,8.7,1.4,17.6
5121,2021/03/03,8.9,1.9,17.4
5121,2021/03/04,8.8,3.0,16.9
5121,2021/03/05,11.9,7.5,18.2
5121,2021/03/06,7.7,2.7,10.5
5121,2021/03/07,6.0,0.1,12.0
5121,2021/03/08,6.6,1.4,12.3
5121,2021/03/09,8.0,3.1,13.3
5121,2021/03/10,9.0,4.2,15.1
5121,2021/03/11,8.2,3.8,12.4
5121,2021/03/12,10.6,6.8,14.4
5121,2021/03/13,10.2,4.2,17.1
5121,2021/03/14,8.7,4.2,16.1
5121,2021/03/15,9.7,1.9,17.7
5121,2021/03/16,10.5,3.5,17.9
5121,2021/03/17,9.5,1.7,17.2
5121,2021/03/18,7.0,3.7,11.4
5121,2021/03/19,6.3,2.5,10.8
5121,2021/03/20,5.6,0.1,10.8
5121,2021/03/21,5.3,1.1,10.2
5121,2021/03/22,7.9,-1.6,15.9
5121,2021/03/23,8.9,4.0,14.4
5121,2021/03/24,9.4,0.9,17.3
5121,2021/03/25,10.8,2.9,18.3
5121,2021/03/26,12.2,3.7,19.2
5121,2021/03/27,11.9,7.5,17.6
5121,2021/03/28,13.2,6.8,19.8
5121,2021/03/29,14.7,6.7,22.5
5121,2021/03/30,16.0,7.5,24.5
5121,2021/03/31,16.5,7.3,25.9
5121,2021/04/01,18.5,8.6,28.0
5121,2021/04/02,18.8,10.0,26.7
5121,2021/04/03,14.0,9.3,17.8
5121,2021/04/04,11.1,7.4,15.4
5121,2021/04/05,11.2,3.7,17.6
5121,2021/04/06,7.6,1.6,11.6
5121,2021/04/07,6.9,1.4,14.1
5121,2021/04/08,10.0,1.0,17.8
5121,2021/04/09,10.7,4.8,18.1
5121,2021/04/10,11.9,6.5,17.0
5121,2021/04/11,10.4,9.8,10.8
5121,2021/04/12,11.0,8.4,13.7
5121,2021/04/13,8.5,5.4,10.2
5121,2021/04/14,8.2,1.7,14.1
5121,2021/04/15,7.7,3.9,11.5
5121,2021/04/16,8.3,0.7,13.8
5121,2021/04/17,9.6,2.0,15.0
5121,2021/04/18,11.3,7.5,14.6
5121,2021/04/19,11.2,6.2,17.7
5121,2021/04/20,13.3,4.5,21.3
5121,2021/04/21,14.0,6.8,20.6
5121,2021/04/22,14.3,9.1,19.8
5121,2021/04/23,15.4,10.2,20.4
5121,2021/04/24,16.1,8.0,22.8
5121,2021/04/25,17.7,9.4,24.3
5121,2021/04/26,13.8,11.4,15.9
5121,2021/04/27,12.7,10.5,14.7
5121,2021/04/28,15.1,10.7,19.0
5121,2021/04/29,15.2,13.7,18.0
5121,2021/04/30,17.7,14.3,22.8
5121,2021/05/01,16.6,11.2,20.7
5121,2021/05/02,16.2,13.3,21.0
5121,2021/05/03,14.9,10.8,19.5
5121,2021/05/04,16.3,9.4,22.6
5121,2021/05/05,17.1,12.1,22.2
5121,2021/05/06,15.4,12.0,19.5
5121,2021/05/07,18.3,11.7,24.7
5121,2021/05/08,16.9,12.8,21.1
5121,2021/05/09,18.3,11.7,23.7
5121,2021/05/10,19.6,12.1,25.1
5121,2021/05/11,15.3,13.9,17.8
5121,2021/05/12,16.2,13.1,21.8
5121,2021/05/13,16.4,12.5,22.3
5121,2021/05/14,14.4,10.8,20.3
5121,2021/05/15,15.5,9.5,20.4
5121,2021/05/16,16.3,13.3,18.9
5121,2021/05/17,18.2,13.7,23.8
5121,2021/05/18,17.5,9.6,24.3
5121,2021/05/19,16.4,12.5,22.2
5121,2021/05/20,17.3,9.2,23.8
5121,2021/05/21,18.2,11.8,23.7
5121,2021/05/22,18.0,14.8,20.5
5121,2021/05/23,19.5,14.0,25.0
5121,2021/05/24,14.3,13.3,16.2
5121,2021/05/25,17.8,13.2,23.7
5121,2021/05/26,18.0,11.7,23.4
5121,2021/05/27,19.6,12.8,25.2
5121,2021/05/28,19.5,13.8,24.6
5121,2021/05/29,20.1,15.0,25.1
5121,2021/05/30,19.8,15.4,23.4
5121,2021/05/31,19.4,15.6,23.6
5121,2021/06/01,20.2,14.9,25.0
5121,2021/06/02,21.4,14.6,27.0
5121,2021/06/03,22.9,15.6,28.4
5121,2021/06/04,24.6,17.0,30.1
5121,2021/06/05,24.5,19.6,29.8
5121,2021/06/06,21.4,17.0,27.8
5121,2021/06/07,20.1,17.2,25.1
5121,2021/06/08,22.8,17.4,27.8
5121,2021/06/09,23.3,16.9,29.2
5121,2021/06/10,23.3,17.2,28.6
5121,2021/06/11,22.7,18.0,28.4
5121,2021/06/12,24.7,16.6,30.7
5121,2021/06/13,26.7,20.9,32.9
5121,2021/06/14,25.2,21.6,29.3
5121,2021/06/15,24.9,20.4,29.3
5121,2021/06/16,25.3,19.6,29.9
5121,2021/06/17,27.0,20.6,32.1
5121,2021/06/18,26.9,22.3,31.9
5121,2021/06/19,26.4,20.9,31.0
5121,2021/06/20,27.4,22.1,32.3
5121,2021/06/21,28.3,23.6,33.4
5121,2021/06/22,27.7,21.2,32.3
5121,2021/06/23,26.4,20.8,31.8
5121,2021/06/24,26.4,19.8,32.3
5121,2021/06/25,24.6,19.1,29.6
5121,2021/06/26,26.0,18.6,31.5
5121,2021/06/27,27.5,21.4,32.7
5121,2021/06/28,28.0,21.5,33.4
5121,2021/06/29,28.1,22.3,33.7
5121,2021/06/30,26.2,21.6,30.8
5121,2021/07/01,25.4,18.2,30.7
5121,2021/07/02,25.7,20.8,30.7
5121,2021/07/03,26.4,21.6,31.5
5121,2021/07/04,22.0,18.8,25.6
5121,2021/07/05,23.9,17.8,29.2
5121,2021/07/06,26.6,20.2,31.6
5121,2021/07/07,28.3,22.1,33.4
5121,2021/07/08,25.4,18.9,30.9
5121,2021/07/09,23.6,17.4,30.0
5121,2021/07/10,25.7,17.4,31.3
5121,2021/07/11,26.1,20.7,31.1
5121,2021/07/12,27.1,21.5,32.4
5121,2021/07/13,25.8,21.0,30.1
5121,2021/07/14,21.7,17.0,26.3
5121,2021/07/15,22.7,17.4,27.3
5121,2021/07/16,21.9,18.6,26.9
5121,2021/07/17,23.1,19.4,28.1
5121,2021/07/18,26.3,20.7,32.3
5121,2021/07/19,28.0,21.5,33.3
5121,2021/07/20,28.3,22.1,34.2
5121,2021/07/21,27.6,22.5,32.5
5121,2021/07/22,27.1,22.6,31.7
5121,2021/07/23,26.5,20.1,31.9
5121,2021/07/24,27.8,22.9,32.7
5121,2021/07/25,27.7,23.7,32.3
5121,2021/07/26,25.8,22.6,30.4
5121,2021/07/27,22.9,19.7,28.7
5121,2021/07/28,24.6,18.9,30.3
5121,2021/07/29,26.3,20.4,31.2
5121,2021/07/30,27.1,22.4,31.4
5121,2021/07/31,27.2,22.3,32.2
5121,2021/08/01,24.7,19.9,29.6
5121,2021/08/02,22.7,18.3,28.0
5121,2021/08/03,23.8,18.2,28.5
5121,2021/08/04,23.0,20.6,26.1
5121,2021/08/05,23.8,17.9,28.9
5121,2021/08/06,25.0,18.4,30.5
5121,2021/08/07,26.2,21.0,30.7
5121,2021/08/08,26.7,21.1,32.2
5121,2021/08/09,26.1,19.0,31.9
5121,2021/08/10,25.4,19.1,31.3
5121,2021/08/11,27.3,20.2,34.0
5121,2021/08/12,29.1,22.9,34.7
5121,2021/08/13,28.7,23.6,34.9
5121,2021/08/14,30.1,23.6,36.1
5121,2021/08/15,29.9,23.3,35.9
5121,2021/08/16,28.1,21.4,34.2
5121,2021/08/17,24.8,17.4,30.6
5121,2021/08/18,24.1,20.0,28.5
5121,2021/08/19,24.7,18.5,29.7
5121,2021/08/20,25.8,20.5,31.1
5121,2021/08/21,26.6,20.1,32.8
5121,2021/08/22,27.2,20.6,33.5
5121,2021/08/23,23.5,18.6,26.5
5121,2021/08/24,23.6,17.7,28.4
5121,2021/08/25,23.4,19.8,27.4
5121,2021/08/26,23.6,17.3,29.7
5121,2021/08/27,19.8,16.8,22.9
5121,2021/08/28,19.9,16.4,24.8
5121,2021/08/29,20.5,13.1,26.1
5121,2021/08/30,21.3,15.8,27.6
5121,2021/08/31,20.7,15.4,27.0
5121,2021/09/01,22.3,15.1,28.3
5121,2021/09/02,22.4,17.1,27.5
5121,2021/09/03,21.8,15.4,28.2
5121,2021/09/04,21.6,16.0,27.2
5121,2021/09/05,22.5,14.8,28.6
5121,2021/09/06,23.1,18.0,28.9
5121,2021/09/07,22.5,15.3,28.8
5121,2021/09/08,23.3,18.7,28.5
5121,2021/09/09,22.5,16.1,28.5
5121,2021/09/10,22.6,16.9,28.9
5121,2021/09/11,22.6,16.9,29.3
5121,2021/09/12,23.1,15.3,30.4
5121,2021/09/13,23.8,15.3,31.0
5121,2021/09/14,23.7,16.1,30.8
5121,2021/09/15,24.0,18.9,29.1
5121,2021/09/16,22.0,19.4,24.1
